"listing_review_id","rating_type_id","rating_review_count","average_star_rating"
670,4,412,3.9782
670,5,412,4.0121
670,6,412,4.0218
671,1,420,3.9857
671,2,420,3.9952
671,3,420,4.0738
671,4,420,3.9833
671,5,420,4.0024
671,6,420,3.9905
672,1,354,4.0113
672,2,354,4.0339
672,3,354,4.0311
672,4,354,3.9972
672,5,354,3.9633
672,6,354,4.0424
673,1,346,4.0549
673,2,346,3.9884
673,3,346,4.0029
673,4,346,4.0058
673,5,346,4.0434
673,6,346,4.0087
674,1,305,3.9672
674,2,305,4.0262
674,3,305,4.023
674,4,305,4.0
674,5,305,4.0098
674,6,305,3.9934
675,1,308,4.0227
675,2,308,3.9416
675,3,308,3.9448
675,4,308,3.9545
675,5,308,3.9968
675,6,308,4.0195
676,1,356,3.9522
676,2,356,3.9944
676,3,356,3.9663
676,4,356,3.9635
676,5,356,4.0084
676,6,356,4.1067
677,1,409,4.0733
677,2,409,4.0269
677,3,409,4.0513
677,4,409,3.9609
677,5,409,4.0
677,6,409,4.0
678,1,419,4.0406
678,2,419,4.0501
678,3,419,3.9427
678,4,419,4.0
678,5,419,3.8831
678,6,419,3.9976
679,1,363,3.9917
679,2,363,4.0248
679,3,363,4.0303
679,4,363,3.9669
679,5,363,3.9917
679,6,363,4.022
680,1,367,4.0272
680,2,367,4.0409
680,3,367,4.0218
680,4,367,4.0218
680,5,367,4.0436
680,6,367,3.9564
681,1,377,4.0371
681,2,377,4.0769
681,3,377,3.9602
681,4,377,4.0531
681,5,377,4.008
681,6,377,3.9284
682,1,390,3.941
682,2,390,3.9538
682,3,390,3.9718
682,4,390,3.9821
682,5,390,3.9154
682,6,390,3.9846
683,1,400,4.0425
683,2,400,3.9675
683,3,400,4.0025
683,4,400,4.0025
683,5,400,3.9225
683,6,400,4.0
684,1,378,3.9868
684,2,378,3.9683
684,3,378,4.0159
684,4,378,3.963
684,5,378,3.963
684,6,378,3.9709
685,1,363,3.9311
685,2,363,4.0358
685,3,363,3.9835
685,4,363,4.0331
685,5,363,3.9229
685,6,363,4.0138
686,1,379,3.9842
686,2,379,4.0739
686,3,379,3.9815
686,4,379,4.0396
686,5,379,3.9789
686,6,379,3.9947
687,1,349,4.0143
687,2,349,4.0287
687,3,349,3.9656
687,4,349,3.9857
687,5,349,4.0115
687,6,349,4.0229
688,1,328,4.0
688,2,328,4.0427
688,3,328,4.0122
688,4,328,4.0183
688,5,328,3.9268
688,6,328,4.0244
689,1,336,4.0089
689,2,336,4.125
689,3,336,3.9821
689,4,336,4.003
689,5,336,3.9524
689,6,336,4.0268
690,1,364,3.9725
690,2,364,4.0385
690,3,364,3.9973
690,4,364,4.0467
690,5,364,4.0027
690,6,364,3.9753
691,1,333,3.979
691,2,333,3.9129
691,3,333,4.006
691,4,333,3.9099
691,5,333,4.045
691,6,333,4.003
692,1,372,3.9973
692,2,372,3.9489
692,3,372,4.0296
692,4,372,3.9946
692,5,372,3.9651
692,6,372,4.0349
693,1,327,3.9694
693,2,327,4.0183
693,3,327,3.9664
693,4,327,3.9786
693,5,327,3.9786
693,6,327,4.0092
694,1,375,3.9307
694,2,375,3.9573
694,3,375,3.9627
694,4,375,3.976
694,5,375,3.9307
694,6,375,3.984
695,1,326,3.9632
695,2,326,4.0092
695,3,326,3.9325
695,4,326,4.0583
695,5,326,4.0
695,6,326,3.9693
696,1,364,3.9615
696,2,364,3.989
696,3,364,4.0055
696,4,364,4.0302
696,5,364,3.9505
696,6,364,4.0577
697,1,356,4.0225
697,2,356,3.9972
697,3,356,3.9719
697,4,356,3.9326
697,5,356,3.9607
697,6,356,4.0084
698,1,404,3.9975
698,2,404,4.0149
698,3,404,4.0347
698,4,404,3.995
698,5,404,4.0124
698,6,404,4.0297
699,1,374,3.9332
699,2,374,4.0401
699,3,374,4.0
699,4,374,3.9893
699,5,374,4.0214
699,6,374,4.107
700,1,380,3.9895
700,2,380,4.0079
700,3,380,3.9
700,4,380,4.0868
700,5,380,3.8921
700,6,380,4.0132
701,1,348,4.0632
701,2,348,4.023
701,3,348,3.9483
701,4,348,3.9828
701,5,348,4.0115
701,6,348,4.0891
702,1,387,4.0646
702,2,387,3.9767
702,3,387,4.0594
702,4,387,3.9587
702,5,387,4.0413
702,6,387,3.9432
703,1,358,4.0363
703,2,358,4.0615
703,3,358,4.0447
703,4,358,4.0028
703,5,358,4.0279
703,6,358,4.0335
704,1,348,3.9626
704,2,348,4.046
704,3,348,4.0287
704,4,348,4.0345
704,5,348,3.9741
704,6,348,3.9368
705,1,299,4.0167
705,2,299,4.0903
705,3,299,4.0569
705,4,299,4.0067
705,5,299,3.9632
705,6,299,4.01
706,1,344,3.9942
706,2,344,3.9767
706,3,344,4.0291
706,4,344,3.9477
706,5,344,4.0029
706,6,344,3.9709
707,1,388,3.9974
707,2,388,4.0026
707,3,388,3.9897
707,4,388,4.018
707,5,388,4.0412
707,6,388,4.0103
708,1,358,4.0475
708,2,358,3.9888
708,3,358,3.9944
708,4,358,3.9469
708,5,358,4.0503
708,6,358,4.0168
709,1,375,3.9653
709,2,375,4.0427
709,3,375,4.048
709,4,375,4.0693
709,5,375,4.032
709,6,375,4.0293
710,1,433,4.0046
710,2,433,4.0
710,3,433,4.0092
710,4,433,4.0554
710,5,433,3.9815
710,6,433,4.0023
711,1,366,4.0137
711,2,366,4.0574
711,3,366,3.9836
711,4,366,4.0601
711,5,366,3.959
711,6,366,3.9754
712,1,408,3.9338
712,2,408,4.0539
712,3,408,4.0466
712,4,408,4.0809
712,5,408,3.9902
712,6,408,4.0417
713,1,351,3.9801
713,2,351,4.0028
713,3,351,3.9829
713,4,351,4.0
713,5,351,4.0228
713,6,351,3.9829
714,1,369,4.0271
714,2,369,3.9322
714,3,369,4.0054
714,4,369,4.0352
714,5,369,3.916
714,6,369,4.0434
715,1,440,4.0591
715,2,440,3.9886
715,3,440,4.0409
715,4,440,3.9682
715,5,440,4.0
715,6,440,3.9818
716,1,359,4.0362
716,2,359,4.1142
716,3,359,4.0446
716,4,359,3.9944
716,5,359,4.0334
716,6,359,4.0613
717,1,316,3.9968
717,2,316,3.9842
717,3,316,4.0316
717,4,316,4.0095
717,5,316,4.0696
717,6,316,4.019
718,1,360,4.0028
718,2,360,4.0556
718,3,360,4.0444
718,4,360,3.9917
718,5,360,4.0444
718,6,360,3.9889
719,1,432,3.9931
719,2,432,4.0486
719,3,432,4.0301
719,4,432,3.9606
719,5,432,3.956
719,6,432,4.0972
720,1,391,4.0435
720,2,391,3.9668
720,3,391,3.9898
720,4,391,3.9361
720,5,391,4.0051
720,6,391,3.9847
721,1,366,3.9918
721,2,366,4.0956
721,3,366,4.0355
721,4,366,4.0301
721,5,366,4.0847
721,6,366,3.9699
722,1,395,3.9848
722,2,395,4.0228
722,3,395,4.0051
722,4,395,3.9316
722,5,395,4.0203
722,6,395,3.9848
723,1,358,4.0419
723,2,358,3.9665
723,3,358,3.9441
723,4,358,4.0196
723,5,358,4.0391
723,6,358,3.9218
724,1,352,3.9148
724,2,352,4.0426
724,3,352,3.9659
724,4,352,3.9233
724,5,352,4.0142
724,6,352,3.9972
725,1,388,4.0232
725,2,388,3.9871
725,3,388,3.9897
725,4,388,3.9897
725,5,388,3.9923
725,6,388,3.9356
726,1,350,3.98
726,2,350,4.0486
726,3,350,4.0257
726,4,350,4.0971
726,5,350,4.0171
726,6,350,4.1086
727,1,395,3.9646
727,2,395,3.9494
727,3,395,4.0051
727,4,395,4.0025
727,5,395,4.038
727,6,395,3.9316
728,1,334,3.9731
728,2,334,4.0599
728,3,334,4.0389
728,4,334,3.979
728,5,334,3.9281
728,6,334,4.0329
729,1,361,3.9668
729,2,361,4.0388
729,3,361,3.9723
729,4,361,4.0388
729,5,361,4.0166
729,6,361,4.0166
730,1,390,4.0051
730,2,390,3.9615
730,3,390,3.9769
730,4,390,3.9615
730,5,390,3.9923
730,6,390,4.0282
731,1,304,3.9408
731,2,304,4.0329
731,3,304,3.9704
731,4,304,4.0164
731,5,304,4.0987
731,6,304,4.0691
732,1,335,3.9493
732,2,335,3.9761
732,3,335,4.0328
732,4,335,3.994
732,5,335,3.8985
732,6,335,3.9463
733,1,414,4.0362
733,2,414,4.0121
733,3,414,3.9275
733,4,414,3.9831
733,5,414,4.058
733,6,414,4.0338
734,1,368,3.9918
734,2,368,4.019
734,3,368,3.9266
734,4,368,3.9565
734,5,368,3.9674
734,6,368,3.9674
735,1,361,4.0139
735,2,361,3.964
735,3,361,3.9945
735,4,361,4.0055
735,5,361,3.9945
735,6,361,4.0055
736,1,372,3.9677
736,2,372,4.0672
736,3,372,3.9704
736,4,372,3.9839
736,5,372,4.0538
736,6,372,4.0403
737,1,340,3.9588
737,2,340,4.0529
737,3,340,3.9147
737,4,340,4.0029
737,5,340,3.9882
737,6,340,3.9324
738,1,426,4.0892
738,2,426,3.9789
738,3,426,3.9531
738,4,426,4.0305
738,5,426,4.0282
738,6,426,3.9953
739,1,405,4.0272
739,2,405,3.9679
739,3,405,4.0543
739,4,405,4.0494
739,5,405,4.0074
739,6,405,4.0444
740,1,319,3.931
740,2,319,4.047
740,3,319,3.9342
740,4,319,4.0627
740,5,319,4.0157
740,6,319,4.0063
741,1,340,3.9647
741,2,340,3.9471
741,3,340,3.9941
741,4,340,4.0206
741,5,340,3.9676
741,6,340,3.9853
742,1,357,4.0392
742,2,357,3.9972
742,3,357,3.9776
742,4,357,4.0448
742,5,357,4.0028
742,6,357,3.9804
743,1,394,4.033
743,2,394,3.9772
743,3,394,4.0381
743,4,394,4.0254
743,5,394,4.0127
743,6,394,4.066
744,1,395,4.0329
744,2,395,3.9266
744,3,395,3.9949
744,4,395,4.0228
744,5,395,3.9823
744,6,395,3.9367
745,1,340,4.0324
745,2,340,4.0265
745,3,340,4.0235
745,4,340,3.9647
745,5,340,3.9882
745,6,340,3.9735
746,1,352,4.0483
746,2,352,3.9801
746,3,352,4.0114
746,4,352,3.9631
746,5,352,3.9233
746,6,352,4.0142
747,1,391,4.0205
747,2,391,3.9795
747,3,391,4.0077
747,4,391,3.9923
747,5,391,3.9616
747,6,391,4.0307
748,1,336,3.9792
748,2,336,4.0268
748,3,336,4.0655
748,4,336,3.9851
748,5,336,4.0536
748,6,336,4.003
749,1,379,3.9815
749,2,379,3.9842
749,3,379,4.0026
749,4,379,4.0343
749,5,379,4.0026
749,6,379,3.9974
750,1,356,3.9551
750,2,356,3.9916
750,3,356,3.9213
750,4,356,4.0169
750,5,356,3.9354
750,6,356,4.0393
751,1,381,4.0184
751,2,381,4.0394
751,3,381,3.9921
751,4,381,4.0026
751,5,381,3.9869
751,6,381,3.9134
752,1,435,3.977
752,2,435,4.0736
752,3,435,4.0736
752,4,435,4.069
752,5,435,4.0115
752,6,435,4.046
753,1,338,4.0414
753,2,338,3.9763
753,3,338,3.9408
753,4,338,3.9734
753,5,338,4.0858
753,6,338,4.0325
754,1,397,3.9647
754,2,397,4.073
754,3,397,4.0353
754,4,397,4.0101
754,5,397,4.0252
754,6,397,3.9471
755,1,410,3.9902
755,2,410,4.0171
755,3,410,4.0195
755,4,410,3.9415
755,5,410,3.9585
755,6,410,4.0561
756,1,358,4.0112
756,2,358,4.0028
756,3,358,3.9525
756,4,358,3.9804
756,5,358,3.9553
756,6,358,4.0112
757,1,423,3.9905
757,2,423,3.9693
757,3,423,3.9716
757,4,423,3.9953
757,5,423,4.0165
757,6,423,3.9125
758,1,339,4.0118
758,2,339,3.9676
758,3,339,4.0236
758,4,339,4.0118
758,5,339,4.0324
758,6,339,4.0147
759,1,385,4.0857
759,2,385,3.9896
759,3,385,4.1065
759,4,385,4.0156
759,5,385,3.9351
759,6,385,4.013
760,1,389,3.9434
760,2,389,4.0
760,3,389,4.0771
760,4,389,4.018
760,5,389,4.0026
760,6,389,3.9383
761,1,371,3.973
761,2,371,4.0108
761,3,371,4.0135
761,4,371,3.9946
761,5,371,3.9704
761,6,371,4.0566
762,1,390,4.0282
762,2,390,3.9385
762,3,390,3.9897
762,4,390,4.0154
762,5,390,4.0103
762,6,390,3.9359
763,1,349,3.9914
763,2,349,4.0258
763,3,349,4.0115
763,4,349,3.8453
763,5,349,3.9685
763,6,349,4.0172
764,1,349,3.9971
764,2,349,3.9943
764,3,349,3.9427
764,4,349,3.9398
764,5,349,4.0458
764,6,349,3.9542
765,1,323,4.0093
765,2,323,4.0062
765,3,323,3.9164
765,4,323,4.0279
765,5,323,4.0372
765,6,323,4.0619
766,1,374,3.9545
766,2,374,4.0134
766,3,374,4.0455
766,4,374,3.9866
766,5,374,4.0027
766,6,374,3.9599
767,1,343,4.0204
767,2,343,3.9883
767,3,343,3.9883
767,4,343,3.9854
767,5,343,4.0525
767,6,343,3.9417
768,1,440,4.0136
768,2,440,3.9727
768,3,440,3.9818
768,4,440,3.9682
768,5,440,4.025
768,6,440,4.0864
769,1,370,4.0324
769,2,370,3.9568
769,3,370,4.0486
769,4,370,3.9297
769,5,370,3.9919
769,6,370,3.9946
770,1,413,4.0339
770,2,413,3.9855
770,3,413,3.9734
770,4,413,4.0799
770,5,413,4.0073
770,6,413,3.937
771,1,350,4.0143
771,2,350,4.0429
771,3,350,3.9686
771,4,350,4.0257
771,5,350,3.9943
771,6,350,3.96
772,1,357,3.9888
772,2,357,3.9552
772,3,357,4.0308
772,4,357,4.0056
772,5,357,4.0224
772,6,357,4.0
773,1,357,4.0476
773,2,357,3.972
773,3,357,3.9776
773,4,357,3.9216
773,5,357,4.1064
773,6,357,4.0252
774,1,311,3.955
774,2,311,3.9871
774,3,311,3.9486
774,4,311,3.9582
774,5,311,3.9293
774,6,311,3.9711
775,1,401,3.9676
775,2,401,4.0374
775,3,401,4.005
775,4,401,4.0
775,5,401,3.9352
775,6,401,3.9676
776,1,327,4.0122
776,2,327,3.9969
776,3,327,4.0214
776,4,327,4.0306
776,5,327,3.9847
776,6,327,3.9511
777,1,325,4.0615
777,2,325,4.0277
777,3,325,3.9354
777,4,325,3.9631
777,5,325,4.0769
777,6,325,3.9938
778,1,358,4.0112
778,2,358,4.095
778,3,358,3.9525
778,4,358,4.0112
778,5,358,4.081
778,6,358,4.0335
779,1,323,4.0093
779,2,323,4.0372
779,3,323,3.9938
779,4,323,3.9752
779,5,323,4.0155
779,6,323,3.9226
780,1,328,3.9604
780,2,328,3.9268
780,3,328,4.0396
780,4,328,3.9878
780,5,328,3.939
780,6,328,3.9939
781,1,386,3.9715
781,2,386,3.9974
781,3,386,4.0466
781,4,386,3.943
781,5,386,4.0803
781,6,386,3.9637
782,1,343,3.9796
782,2,343,3.9213
782,3,343,4.0845
782,4,343,3.8892
782,5,343,4.0641
782,6,343,3.9621
783,1,385,3.9766
783,2,385,4.0182
783,3,385,4.0519
783,4,385,3.9506
783,5,385,4.0623
783,6,385,4.0286
784,1,428,4.0257
784,2,428,3.9579
784,3,428,3.9206
784,4,428,3.9579
784,5,428,4.0304
784,6,428,4.0818
785,1,374,3.9679
785,2,374,3.9251
785,3,374,4.0134
785,4,374,3.9679
785,5,374,3.8984
785,6,374,4.0561
786,1,334,4.0868
786,2,334,3.991
786,3,334,4.0509
786,4,334,3.988
786,5,334,3.994
786,6,334,3.9731
787,1,333,4.0571
787,2,333,3.958
787,3,333,4.0541
787,4,333,4.0661
787,5,333,3.982
787,6,333,3.994
788,1,340,4.0088
788,2,340,3.9676
788,3,340,3.9588
788,4,340,3.9529
788,5,340,4.0176
788,6,340,4.0147
789,1,375,3.9573
789,2,375,3.9467
789,3,375,3.9867
789,4,375,3.976
789,5,375,3.984
789,6,375,4.0667
790,1,377,3.9761
790,2,377,3.9469
790,3,377,4.0159
790,4,377,3.9416
790,5,377,3.9761
790,6,377,3.9841
791,1,392,4.0077
791,2,392,4.0153
791,3,392,4.0306
791,4,392,4.0434
791,5,392,4.0102
791,6,392,3.949
792,1,316,3.9842
792,2,316,3.9399
792,3,316,4.0032
792,4,316,3.9778
792,5,316,3.9652
792,6,316,3.9367
793,1,426,3.9178
793,2,426,4.0775
793,3,426,3.9671
793,4,426,4.007
793,5,426,4.0681
793,6,426,4.007
794,1,352,4.0
794,2,352,3.9233
794,3,352,3.9545
794,4,352,3.9659
794,5,352,3.9886
794,6,352,4.0483
795,1,319,4.0345
795,2,319,4.0219
795,3,319,4.0125
795,4,319,3.9812
795,5,319,3.9561
795,6,319,3.9749
796,1,349,3.937
796,2,349,3.9885
796,3,349,3.9513
796,4,349,4.0287
796,5,349,4.0057
796,6,349,3.9513
797,1,341,4.088
797,2,341,3.9707
797,3,341,4.0264
797,4,341,4.1085
797,5,341,3.9648
797,6,341,3.9736
798,1,364,4.0549
798,2,364,4.0082
798,3,364,4.0
798,4,364,4.0275
798,5,364,4.0165
798,6,364,3.9396
799,1,448,4.0
799,2,448,4.0089
799,3,448,3.9866
799,4,448,4.0848
799,5,448,4.0045
799,6,448,3.9799
800,1,317,3.9842
800,2,317,4.0
800,3,317,3.959
800,4,317,3.9874
800,5,317,3.9905
800,6,317,4.0221
801,1,409,4.0147
801,2,409,4.0171
801,3,409,4.0024
801,4,409,3.9853
801,5,409,4.0049
801,6,409,4.0367
802,1,400,3.9925
802,2,400,4.0125
802,3,400,4.0025
802,4,400,4.015
802,5,400,3.95
802,6,400,4.0
803,1,360,4.0139
803,2,360,4.0861
803,3,360,3.9944
803,4,360,4.0472
803,5,360,3.9889
803,6,360,3.9889
804,1,318,3.9403
804,2,318,3.9874
804,3,318,3.9717
804,4,318,3.9969
804,5,318,3.9623
804,6,318,4.0755
805,1,392,4.0357
805,2,392,3.9872
805,3,392,3.9668
805,4,392,4.0
805,5,392,4.0128
805,6,392,3.9541
806,1,349,4.0057
806,2,349,4.0602
806,3,349,4.0688
806,4,349,3.9799
806,5,349,3.937
806,6,349,3.8997
807,1,429,4.0443
807,2,429,4.0443
807,3,429,3.9604
807,4,429,3.9604
807,5,429,4.0163
807,6,429,3.9207
808,1,357,3.9804
808,2,357,4.0364
808,3,357,3.9888
808,4,357,4.0224
808,5,357,3.9776
808,6,357,4.0448
809,1,385,4.0156
809,2,385,4.0883
809,3,385,4.026
809,4,385,4.0156
809,5,385,4.0104
809,6,385,3.9688
810,1,359,3.961
810,2,359,3.9582
810,3,359,4.0836
810,4,359,3.9136
810,5,359,4.0056
810,6,359,4.078
811,1,419,4.0382
811,2,419,4.043
811,3,419,3.9928
811,4,419,4.0597
811,5,419,3.9523
811,6,419,4.0477
812,1,385,3.9792
812,2,385,4.0312
812,3,385,4.0208
812,4,385,4.1065
812,5,385,4.0649
812,6,385,4.0286
813,1,343,4.0554
813,2,343,4.0466
813,3,343,4.0
813,4,343,4.0292
813,5,343,4.0204
813,6,343,3.9942
814,1,380,4.05
814,2,380,4.0
814,3,380,3.9605
814,4,380,3.9842
814,5,380,3.9921
814,6,380,3.9684
815,1,294,3.9864
815,2,294,4.0646
815,3,294,4.0442
815,4,294,3.9966
815,5,294,4.0238
815,6,294,4.017
816,1,321,3.9907
816,2,321,3.9751
816,3,321,3.9595
816,4,321,3.8879
816,5,321,3.9688
816,6,321,3.9875
817,1,333,3.994
817,2,333,4.0
817,3,333,4.015
817,4,333,3.97
817,5,333,3.9459
817,6,333,3.994
818,1,357,3.902
818,2,357,4.0644
818,3,357,3.9664
818,4,357,4.0476
818,5,357,4.0644
818,6,357,3.9692
819,1,400,3.9675
819,2,400,3.985
819,3,400,4.0175
819,4,400,4.0075
819,5,400,4.0175
819,6,400,4.02
820,1,385,4.0234
820,2,385,3.9896
820,3,385,3.9974
820,4,385,3.9844
820,5,385,3.9195
820,6,385,4.013
821,1,371,4.0701
821,2,371,4.0323
821,3,371,4.0539
821,4,371,4.0916
821,5,371,4.0
821,6,371,3.9488
822,1,374,3.9358
822,2,374,4.0348
822,3,374,3.9759
822,4,374,3.9332
822,5,374,3.9572
822,6,374,3.9519
823,1,397,4.0277
823,2,397,3.927
823,3,397,4.0554
823,4,397,3.932
823,5,397,4.0781
823,6,397,3.9471
824,1,431,4.0255
824,2,431,4.0464
824,3,431,3.9907
824,4,431,3.9791
824,5,431,4.0441
824,6,431,3.9977
825,1,346,4.0405
825,2,346,3.9566
825,3,346,4.0116
825,4,346,3.8728
825,5,346,3.9855
825,6,346,3.9827
826,1,345,3.9594
826,2,345,4.0232
826,3,345,3.9797
826,4,345,3.9855
826,5,345,4.0783
826,6,345,3.9536
827,1,333,3.961
827,2,333,4.018
827,3,333,3.958
827,4,333,3.9489
827,5,333,3.988
827,6,333,4.045
828,1,331,3.9577
828,2,331,3.9819
828,3,331,4.0332
828,4,331,4.0483
828,5,331,3.9879
828,6,331,3.9909
829,1,326,4.046
829,2,326,3.9816
829,3,326,4.0276
829,4,326,4.0307
829,5,326,3.9479
829,6,326,3.9877
830,1,363,3.9972
830,2,363,4.0055
830,3,363,4.0331
830,4,363,3.9725
830,5,363,3.989
830,6,363,3.8926
831,1,329,4.0182
831,2,329,3.9818
831,3,329,4.0243
831,4,329,4.0486
831,5,329,4.0061
831,6,329,4.0608
832,1,300,3.9633
832,2,300,3.99
832,3,300,4.02
832,4,300,4.0033
832,5,300,3.9733
832,6,300,3.9833
833,1,333,4.0
833,2,333,3.994
833,3,333,3.9219
833,4,333,4.0511
833,5,333,3.997
833,6,333,3.958
834,1,357,4.0168
834,2,357,4.0224
834,3,357,3.9748
834,4,357,4.056
834,5,357,4.014
834,6,357,4.0
835,1,335,4.0388
835,2,335,4.0448
835,3,335,4.0448
835,4,335,4.0119
835,5,335,3.9224
835,6,335,4.0
836,1,392,4.0459
836,2,392,3.9133
836,3,392,4.0459
836,4,392,4.0408
836,5,392,3.9796
836,6,392,4.0255
837,1,407,4.0098
837,2,407,4.027
837,3,407,4.0541
837,4,407,4.0049
837,5,407,4.0123
837,6,407,4.0123
838,1,386,3.9378
838,2,386,3.9482
838,3,386,3.9637
838,4,386,4.0466
838,5,386,3.9611
838,6,386,4.0052
839,1,375,4.0347
839,2,375,3.9627
839,3,375,4.024
839,4,375,4.0453
839,5,375,3.968
839,6,375,4.0133
840,1,414,3.9879
840,2,414,3.942
840,3,414,3.9976
840,4,414,3.9396
840,5,414,4.0362
840,6,414,4.0266
841,1,376,4.0399
841,2,376,3.9894
841,3,376,3.9814
841,4,376,4.0319
841,5,376,4.0239
841,6,376,3.9894
842,1,380,3.9816
842,2,380,4.0053
842,3,380,3.9658
842,4,380,3.9684
842,5,380,4.0658
842,6,380,4.0316
843,1,402,4.0224
843,2,402,3.9701
843,3,402,4.0224
843,4,402,3.9701
843,5,402,3.9925
843,6,402,3.9975
844,1,395,4.0253
844,2,395,3.9671
844,3,395,4.0658
844,4,395,3.9899
844,5,395,4.0329
844,6,395,4.0101
845,1,313,4.0224
845,2,313,3.9201
845,3,313,3.9904
845,4,313,3.984
845,5,313,4.0224
845,6,313,3.9393
846,1,436,4.0206
846,2,436,3.945
846,3,436,3.9656
846,4,436,3.9656
846,5,436,3.9702
846,6,436,4.0528
847,1,389,3.9512
847,2,389,4.0129
847,3,389,4.0026
847,4,389,4.0077
847,5,389,3.964
847,6,389,3.982
848,1,309,3.9644
848,2,309,3.9256
848,3,309,3.932
848,4,309,3.9417
848,5,309,3.9903
848,6,309,4.0259
849,1,375,3.976
849,2,375,3.968
849,3,375,4.0107
849,4,375,3.992
849,5,375,4.04
849,6,375,3.9893
850,1,406,3.9778
850,2,406,3.9606
850,3,406,4.0936
850,4,406,3.9901
850,5,406,4.0394
850,6,406,4.0025
851,1,379,4.0237
851,2,379,4.0343
851,3,379,3.9578
851,4,379,4.0317
851,5,379,4.029
851,6,379,3.934
852,1,395,4.0456
852,2,395,3.9722
852,3,395,4.0633
852,4,395,4.0101
852,5,395,4.081
852,6,395,4.0
853,1,373,3.9705
853,2,373,4.0402
853,3,373,4.0456
853,4,373,3.9893
853,5,373,3.9491
853,6,373,4.0322
854,1,371,3.9892
854,2,371,4.0027
854,3,371,3.9677
854,4,371,4.0404
854,5,371,3.9892
854,6,371,4.0135
855,1,416,3.9928
855,2,416,4.0433
855,3,416,4.0072
855,4,416,3.9952
855,5,416,4.0264
855,6,416,4.0385
856,1,357,4.014
856,2,357,3.9888
856,3,357,4.0168
856,4,357,4.0252
856,5,357,3.9272
856,6,357,4.0196
857,1,397,4.0252
857,2,397,3.9496
857,3,397,3.9698
857,4,397,3.9673
857,5,397,4.0
857,6,397,3.9899
858,1,377,4.0504
858,2,377,3.9841
858,3,377,4.0239
858,4,377,3.9947
858,5,377,3.9549
858,6,377,3.9629
859,1,376,3.9814
859,2,376,4.0266
859,3,376,3.9867
859,4,376,3.9654
859,5,376,3.9867
859,6,376,4.0372
860,1,326,4.0675
860,2,326,3.9755
860,3,326,4.1104
860,4,326,3.9202
860,5,326,4.0123
860,6,326,3.9908
861,1,408,4.0074
861,2,408,3.9681
861,3,408,4.0711
861,4,408,4.0294
861,5,408,3.9877
861,6,408,3.9951
862,1,440,4.0045
862,2,440,3.9864
862,3,440,4.0432
862,4,440,4.0023
862,5,440,4.0023
862,6,440,4.0
863,1,365,3.989
863,2,365,4.0356
863,3,365,3.9699
863,4,365,4.0438
863,5,365,4.0493
863,6,365,4.063
864,1,340,4.0912
864,2,340,4.0
864,3,340,4.0588
864,4,340,3.9676
864,5,340,4.0853
864,6,340,3.9176
865,1,401,4.0299
865,2,401,3.9551
865,3,401,3.9476
865,4,401,3.985
865,5,401,4.02
865,6,401,3.9476
866,1,403,4.005
866,2,403,4.0347
866,3,403,4.0298
866,4,403,4.0
866,5,403,3.9578
866,6,403,3.9553
867,1,411,4.0
867,2,411,4.0097
867,3,411,3.9416
867,4,411,4.0268
867,5,411,4.0389
867,6,411,3.9805
868,1,360,3.9778
868,2,360,4.0167
868,3,360,4.0306
868,4,360,3.9556
868,5,360,3.9444
868,6,360,4.0361
869,1,370,4.0027
869,2,370,4.073
869,3,370,4.0189
869,4,370,3.9784
869,5,370,4.0811
869,6,370,4.0162
870,1,355,4.0366
870,2,355,3.9972
870,3,355,3.9634
870,4,355,4.0225
870,5,355,3.9634
870,6,355,3.9915
871,1,372,3.9866
871,2,372,4.0161
871,3,372,4.0672
871,4,372,4.0269
871,5,372,4.043
871,6,372,3.9382
872,1,398,3.9648
872,2,398,4.0201
872,3,398,4.0804
872,4,398,3.9975
872,5,398,4.0075
872,6,398,4.0201
873,1,397,3.9345
873,2,397,4.0
873,3,397,3.9446
873,4,397,3.9345
873,5,397,3.9547
873,6,397,3.9975
874,1,319,4.0282
874,2,319,3.9937
874,3,319,3.9373
874,4,319,4.0125
874,5,319,3.9969
874,6,319,4.047
875,1,362,3.9365
875,2,362,3.9751
875,3,362,4.0359
875,4,362,4.0055
875,5,362,4.0028
875,6,362,4.0552
876,1,358,3.9553
876,2,358,3.9888
876,3,358,3.9749
876,4,358,4.0112
876,5,358,4.1173
876,6,358,4.0028
877,1,368,4.0245
877,2,368,3.9321
877,3,368,3.9592
877,4,368,4.0217
877,5,368,4.038
877,6,368,3.9402
878,1,360,4.0056
878,2,360,4.0083
878,3,360,4.0
878,4,360,3.9889
878,5,360,4.0056
878,6,360,4.0111
879,1,358,4.0223
879,2,358,4.095
879,3,358,4.0
879,4,358,3.9916
879,5,358,4.0363
879,6,358,3.9832
880,1,383,4.0235
880,2,383,4.0052
880,3,383,3.9791
880,4,383,3.9086
880,5,383,3.9739
880,6,383,4.0104
881,1,342,3.9708
881,2,342,4.0526
881,3,342,3.9883
881,4,342,3.9591
881,5,342,4.0
881,6,342,3.9825
882,1,372,3.9247
882,2,372,4.0349
882,3,372,3.9651
882,4,372,3.9301
882,5,372,3.9677
882,6,372,4.0914
883,1,379,3.9815
883,2,379,4.029
883,3,379,3.9631
883,4,379,3.9683
883,5,379,4.0475
883,6,379,4.0475
884,1,362,4.0414
884,2,362,3.9917
884,3,362,3.989
884,4,362,4.0967
